# All data here refers to Q = 0.0000 0.0000 - Columns: iw - Rows: nu
-1 	3.46720162 	-4.83474051 	-1.70502248 	-1.01152125 	-0.71581380 	-0.55317558 	-0.45053996 	-0.37994554 	-0.32843948 	-0.28921218 	-0.25834527 	-0.23342580 	-0.21288720 	-0.19566831 	-0.18102488 	-0.16841958 	-0.15745476 	-0.14782986 	-0.13931349 	-0.13172463 	-0.12491962 	-0.11878302 	-0.11322096 	-0.10815639 	-0.10352543 	-0.09927470 	-0.09535921 	-0.09174082 	-0.08838695 	-0.08526961 	-0.08236466 	-0.07965110 	
0 	3.46720162 	1.42469556 	0.90008838 	0.65716177 	0.51721565 	0.42630015 	0.36252029 	0.31531781 	0.27897886 	0.25014309 	0.22670565 	0.20728126 	0.19092102 	0.17695322 	0.16488904 	0.15436427 	0.14510204 	0.13688808 	0.12955401 	0.12296567 	0.11701485 	0.11161329 	0.10668833 	0.10217956 	0.09803637 	0.09421604 	0.09068224 	0.08740392 	0.08435433 	0.08151034 	0.07885185 	0.07636129 	
1 	0.59556981 	0.37548119 	0.27339487 	0.21472234 	0.17670129 	0.15008523 	0.13042151 	0.11530504 	0.10332403 	0.09359567 	0.08553984 	0.07875971 	0.07297470 	0.06798085 	0.06362633 	0.05979581 	0.05640012 	0.05336922 	0.05064735 	0.04818955 	0.04595919 	0.04392609 	0.04206520 	0.04035554 	0.03877939 	0.03732171 	0.03596963 	0.03471206 	0.03353945 	0.03244346 	0.03141683 	0.03045316 	
2 	0.23582758 	0.17130855 	0.13434291 	0.11044133 	0.09373624 	0.08140958 	0.07194235 	0.06444443 	0.05835998 	0.05332413 	0.04908756 	0.04547412 	0.04235582 	0.03963749 	0.03724685 	0.03512805 	0.03323722 	0.03153948 	0.03000668 	0.02861592 	0.02734833 	0.02618825 	0.02512256 	0.02414018 	0.02323173 	0.02238916 	0.02160556 	0.02087494 	0.02019212 	0.01955254 	0.01895223 	0.01838767 	
3 	0.12427460 	0.09737727 	0.08000824 	0.06787881 	0.05893483 	0.05206911 	0.04663375 	0.04222447 	0.03857608 	0.03550746 	0.03289067 	0.03063285 	0.02866493 	0.02693444 	0.02540089 	0.02403249 	0.02280393 	0.02169482 	0.02068857 	0.01977151 	0.01893226 	0.01816134 	0.01745074 	0.01679363 	0.01618421 	0.01561746 	0.01508906 	0.01459524 	0.01413271 	0.01369859 	0.01329034 	0.01290571 	
4 	0.07626270 	0.06263816 	0.05312957 	0.04612068 	0.04074207 	0.03648504 	0.03303235 	0.03017592 	0.02777374 	0.02572550 	0.02395841 	0.02241834 	0.02106419 	0.01986424 	0.01879357 	0.01783237 	0.01696467 	0.01617747 	0.01546006 	0.01480357 	0.01420054 	0.01364470 	0.01313073 	0.01265407 	0.01221080 	0.01179752 	0.01141130 	0.01104956 	0.01071005 	0.01039077 	0.01008998 	0.00980611 	
5 	0.05143607 	0.04362098 	0.03786194 	0.03344339 	0.02994677 	0.02711118 	0.02476555 	0.02279311 	0.02111143 	0.01966067 	0.01839636 	0.01728474 	0.01629974 	0.01542091 	0.01463195 	0.01391977 	0.01327367 	0.01268487 	0.01214608 	0.01165118 	0.01119502 	0.01077323 	0.01038205 	0.01001829 	0.00967915 	0.00936221 	0.00906537 	0.00878677 	0.00852478 	0.00827796 	0.00804503 	0.00782485 	
6 	0.03698911 	0.03210292 	0.02835459 	0.02538870 	0.02298373 	0.02099447 	0.01932180 	0.01789577 	0.01666563 	0.01559362 	0.01465111 	0.01381598 	0.01307089 	0.01240202 	0.01179824 	0.01125051 	0.01075136 	0.01029461 	0.00987507 	0.00948838 	0.00913083 	0.00879924 	0.00849089 	0.00820341 	0.00793476 	0.00768314 	0.00744699 	0.00722492 	0.00701571 	0.00681827 	0.00663164 	0.00645496 	
7 	0.02786044 	0.02460626 	0.02203160 	0.01994400 	0.01821735 	0.01676557 	0.01552791 	0.01446029 	0.01352995 	0.01271201 	0.01198729 	0.01134070 	0.01076027 	0.01023634 	0.00976104 	0.00932792 	0.00893158 	0.00856755 	0.00823202 	0.00792177 	0.00763406 	0.00736651 	0.00711707 	0.00688397 	0.00666565 	0.00646075 	0.00626808 	0.00608656 	0.00591525 	0.00575333 	0.00560003 	0.00545468 	
8 	0.02173137 	0.01945693 	0.01761287 	0.01608770 	0.01480539 	0.01371224 	0.01276929 	0.01194761 	0.01122523 	0.01058518 	0.01001414 	0.00950154 	0.00903884 	0.00861910 	0.00823661 	0.00788660 	0.00756513 	0.00726883 	0.00699486 	0.00674078 	0.00650452 	0.00628425 	0.00607841 	0.00588563 	0.00570469 	0.00553455 	0.00537426 	0.00522299 	0.00508001 	0.00494464 	0.00481630 	0.00469445 	
9 	0.01742013 	0.01576880 	0.01440309 	0.01325487 	0.01227607 	0.01143177 	0.01069607 	0.01004927 	0.00947621 	0.00896494 	0.00850600 	0.00809175 	0.00771595 	0.00737351 	0.00706015 	0.00677234 	0.00650707 	0.00626180 	0.00603433 	0.00582281 	0.00562562 	0.00544134 	0.00526875 	0.00510677 	0.00495445 	0.00481095 	0.00467553 	0.00454753 	0.00442635 	0.00431145 	0.00420237 	0.00409867 	
10 	0.01427378 	0.01303739 	0.01199791 	0.01111182 	0.01034751 	0.00968151 	0.00909602 	0.00857727 	0.00811447 	0.00769903 	0.00732404 	0.00698388 	0.00667390 	0.00639026 	0.00612974 	0.00588963 	0.00566761 	0.00546172 	0.00527026 	0.00509177 	0.00492497 	0.00476875 	0.00462213 	0.00448426 	0.00435438 	0.00423181 	0.00411594 	0.00400625 	0.00390226 	0.00380353 	0.00370967 	0.00362033 	
