-5.62779324 	-5.61308209 	-5.63298893 	-5.65015919 	-5.66527448 	-5.68783474 	-5.72042706 	-5.76868197 	-5.83399107 	-5.89137460 	-6.07636996 	-6.32332409 	-6.76234792 	-7.68253007 	-10.16104522 	-27.04594141 	-10.28580063 	-7.85915823 	-6.94817960 	-6.51503973 	-6.25661108 	-6.07127252 	-6.01372910 	-5.94924885 	-5.90260159 	-5.86814878 	-5.84233461 	-5.82524850 	-5.81064498 	-5.80126300 	
-5.63915561 	-5.63293587 	-5.61915559 	-5.64571950 	-5.66385554 	-5.68795671 	-5.72150257 	-5.77049690 	-5.83649787 	-5.89428397 	-6.07984045 	-6.32723336 	-6.76727696 	-7.68927709 	-10.17299905 	-27.08809089 	-10.30447597 	-7.87504112 	-6.96279180 	-6.52908080 	-6.27010092 	-6.08448480 	-6.02688773 	-5.96229727 	-5.91566191 	-5.88114293 	-5.85521914 	-5.83794849 	-5.82285790 	-5.81114998 	
-5.65349867 	-5.65002237 	-5.64563493 	-5.63476465 	-5.66329908 	-5.69079417 	-5.72614376 	-5.77635183 	-5.84327088 	-5.90186660 	-6.08826189 	-6.33642641 	-6.77802368 	-7.70287491 	-10.19453491 	-27.15731851 	-10.33403923 	-7.89959329 	-6.98520168 	-6.55058052 	-6.29075500 	-6.10469320 	-6.04691975 	-5.98225187 	-5.93555228 	-5.90088922 	-5.87470527 	-5.85681421 	-5.83905178 	-5.82685283 	
-5.66721952 	-5.66510080 	-5.66373516 	-5.66326731 	-5.64984389 	-5.68898021 	-5.72820000 	-5.78057801 	-5.84892115 	-5.90850982 	-6.09621188 	-6.34524471 	-6.78874127 	-7.71689145 	-10.21786658 	-27.23489111 	-10.36761112 	-7.92787787 	-7.01127470 	-6.57570222 	-6.31492647 	-6.12827214 	-6.07041213 	-6.00561629 	-5.95880784 	-5.92384337 	-5.89688734 	-5.87586344 	-5.85748192 	-5.84509611 	
-5.68897202 	-5.68764553 	-5.68782169 	-5.69075109 	-5.68896911 	-5.68085700 	-5.73339074 	-5.79038855 	-5.86133232 	-5.92256349 	-6.11204702 	-6.36286304 	-6.80904777 	-7.74204491 	-10.25629056 	-27.35374478 	-10.41702675 	-7.96851381 	-7.04832766 	-6.61113629 	-6.34894486 	-6.16156552 	-6.10345215 	-6.03840282 	-5.99129854 	-5.95545632 	-5.92487416 	-5.90307960 	-5.88444217 	-5.87194592 	
-5.72096661 	-5.72019923 	-5.72132808 	-5.72606142 	-5.72814723 	-5.73334738 	-5.73221062 	-5.80466287 	-5.88107057 	-5.94531347 	-6.13756571 	-6.39089911 	-6.84109302 	-7.78067137 	-10.31187543 	-27.51775953 	-10.48337354 	-8.02151293 	-7.09620731 	-6.65655724 	-6.39275863 	-6.20426006 	-6.14584186 	-6.08022997 	-6.03208759 	-5.99205855 	-5.96059655 	-5.93850276 	-5.91972562 	-5.90716321 	
-5.76858585 	-5.76838830 	-5.77025554 	-5.77620143 	-5.78045536 	-5.79027336 	-5.80459029 	-5.81532465 	-5.90983291 	-5.98047205 	-6.17745116 	-6.43492303 	-6.89033421 	-7.83929348 	-10.39270606 	-27.74678138 	-10.57313266 	-8.09129650 	-7.15843755 	-6.71533173 	-6.44944040 	-6.25944787 	-6.20032238 	-6.13326743 	-6.08008109 	-6.03902364 	-6.00727255 	-5.98507914 	-5.96624692 	-5.95369949 	
-5.83350558 	-5.83366453 	-5.83622247 	-5.84308485 	-5.84876113 	-5.86117766 	-5.88095673 	-5.90979249 	-5.93201514 	-6.02400282 	-6.23017086 	-6.49446648 	-6.95729862 	-7.91887299 	-10.50353825 	-28.06012278 	-10.69622872 	-8.18643590 	-7.24343796 	-6.79539212 	-6.52673114 	-6.33434039 	-6.27343561 	-6.20000412 	-6.14537175 	-6.10376843 	-6.07176974 	-6.04946309 	-6.03056452 	-6.01791220 	
-5.89056034 	-5.89101348 	-5.89397273 	-5.90164383 	-5.90831131 	-5.92236848 	-5.94515773 	-5.98039102 	-6.02396394 	-6.02873241 	-6.26188343 	-6.53739584 	-7.00958165 	-7.98402521 	-10.59858417 	-28.34749733 	-10.80812429 	-8.27425605 	-7.32222621 	-6.86999164 	-6.59846600 	-6.40279707 	-6.33444322 	-6.25922936 	-6.20388764 	-6.16198019 	-6.12974274 	-6.10735609 	-6.08828938 	-6.07558626 	
-6.07515152 	-6.07597252 	-6.07949271 	-6.08800096 	-6.09597331 	-6.11180944 	-6.13736518 	-6.17732666 	-6.23008949 	-6.26184201 	-6.39216454 	-6.70719797 	-7.20458007 	-8.21547350 	-10.91542516 	-29.22232902 	-11.14870849 	-8.53734327 	-7.55654743 	-7.09008909 	-6.80877729 	-6.59824534 	-6.52661579 	-6.44899744 	-6.39215809 	-6.34915154 	-6.31622421 	-6.29328099 	-6.27380146 	-6.26083586 	
-6.32181851 	-6.32289749 	-6.32685821 	-6.33614218 	-6.34498221 	-6.36260039 	-6.39067518 	-6.43477891 	-6.49436970 	-6.53734168 	-6.70719251 	-6.89285356 	-7.45093560 	-8.51816668 	-11.33936817 	-30.41412434 	-11.61520907 	-8.90185829 	-7.88192988 	-7.39491853 	-7.09029556 	-6.86996236 	-6.79547325 	-6.71506386 	-6.65612793 	-6.61153857 	-6.57723877 	-6.55339300 	-6.53311551 	-6.51961571 	
-6.76003733 	-6.76184413 	-6.76682288 	-6.77765339 	-6.78839057 	-6.80869198 	-6.84076697 	-6.89008948 	-6.95709724 	-7.00941971 	-7.20446119 	-7.45081169 	-7.85218511 	-9.04565239 	-12.07378252 	-32.44482076 	-12.39737386 	-9.50345051 	-8.41419358 	-7.87794204 	-7.55293734 	-7.31847840 	-7.23983339 	-7.15450223 	-7.09212929 	-7.04515778 	-7.00933905 	-6.98464423 	-6.96354345 	-6.94952307 	
-7.67900099 	-7.68208550 	-7.68888298 	-7.70255732 	-7.71659290 	-7.74173625 	-7.78038117 	-7.83908948 	-7.91870902 	-7.98389765 	-8.21538805 	-8.51806694 	-9.04569381 	-10.10884237 	-13.60873906 	-36.67619712 	-14.02963146 	-10.75544312 	-9.49997501 	-8.89410591 	-8.53015033 	-8.26698500 	-8.17935668 	-8.08386981 	-8.01395370 	-7.96199583 	-7.92277609 	-7.89606336 	-7.87298842 	-7.85778606 	
-10.15401350 	-10.16087619 	-10.17287731 	-10.19445668 	-10.21780592 	-10.25620300 	-10.31176634 	-10.39268892 	-10.50354636 	-10.59860851 	-10.91548167 	-11.33937993 	-12.07397087 	-13.60886984 	-17.67409201 	-47.88992552 	-18.33630260 	-14.00499999 	-12.37093567 	-11.58455025 	-11.11959848 	-10.77947491 	-10.66798896 	-10.54463161 	-10.45486053 	-10.38999734 	-10.34256111 	-10.31113919 	-10.28353882 	-10.26581706 	
-27.01858635 	-27.04620456 	-27.08843050 	-27.15762591 	-27.23522272 	-27.35398161 	-27.51781710 	-27.74700813 	-28.06034425 	-28.34771034 	-29.22256391 	-30.41416547 	-32.44522468 	-36.67650549 	-47.89001153 	-125.00753604 	-47.80219788 	-36.53902731 	-32.30895968 	-30.27002745 	-29.08504365 	-28.21282334 	-27.92697118 	-27.61341900 	-27.38476087 	-27.22524444 	-27.11239263 	-27.04116948 	-26.97749244 	-26.93825823 	
-10.27318969 	-10.28613369 	-10.30482448 	-10.33432586 	-10.36790095 	-10.41727182 	-10.48350472 	-10.57331168 	-10.69638638 	-10.80825447 	-11.14883061 	-11.61522716 	-12.39751799 	-14.02974988 	-18.33637472 	-47.80232988 	-17.61646740 	-13.53921400 	-12.00732457 	-11.27112639 	-10.85010448 	-10.53472798 	-10.44035256 	-10.32958683 	-10.24901654 	-10.19510751 	-10.15885117 	-10.13781721 	-10.11826918 	-10.10735754 	
-7.84835825 	-7.85977690 	-7.87565760 	-7.90012034 	-7.92840193 	-7.96899603 	-8.02187103 	-8.09167438 	-8.18677848 	-8.27455662 	-8.53762035 	-8.90203827 	-9.50371705 	-10.75569481 	-14.00526572 	-36.53958586 	-13.53934528 	-10.03873132 	-8.97906492 	-8.45112610 	-8.15120706 	-7.92125809 	-7.85673141 	-7.77734442 	-7.71903288 	-7.68177435 	-7.65836246 	-7.64614606 	-7.63407903 	-7.62816817 	
